rgn_id,year,cat_ts_score,cat_label,sciname,comname,iucn_sid,am_sid,pr_score
8,1975.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1975.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1976.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1977.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1978.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1979.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1980.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1981.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1982.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1983.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1984.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1985.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1986.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1987.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1988.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1989.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1990.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1991.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1992.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1993.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1994.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1995.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1996.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1997.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1998.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,1999.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2e3,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2001.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2002.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2003.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2004.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2005.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2006.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2007.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
1,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
2,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
3,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
4,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
8,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
7,2008.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
5,2009.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
6,2009.0,0.2,NT,Oncorhynchus tshawytscha,Chinook Salmon,NA,Fis-22921,0.2
